Title,Texte de l'article,Date mise à jour
"Newest COVID shots are 54% effective in preventing symptoms, CDC finds","NEW YORK (AP) — The U.S. syphilis epidemic isn’t abating, with the rate of infectious cases rising 9% in 2022, according to a new federal government report on sexually transmitted diseases in adults.
But there’s some unexpected good news: The rate of new gonorrhea cases fell for the first time in a decade.
It’s not clear why infectious cases of syphilis rose 9% while gonorrhea dropped 9%, officials at the U.S. Centers for Disease Control and Prevention said, adding that it’s too soon to know whether a new downward trend is emerging for the latter.","Updated 3:38 AM GMT+1, January 31, 2024"
Lupus and other autoimmune diseases strike far more women than men. Now there’s a clue why,"NEW YORK (AP) — According to Elon Musk, the first human received an implant from his computer-brain interface company Neuralink over the weekend.
In a Monday post on X, the platform formerly known as Twitter, Musk said that the patient received the implant the day prior and was “recovering well.” He added that “initial results show promising neuron spike detection.”
The billionaire, who co-founded Neuralink, did not provide additional details about the patient. When Neuralink announced in September that it would begin recruiting people, the company said it was searching for individuals with quadriplegia due to cervical spinal cord injury or amyotrophic lateral sclerosis, commonly known as ALS or Lou Gehrig’s Disease.","Updated 2:11 PM GMT+1, January 31, 2024"
"Camp Lejeune water contamination tied to a range of cancers, CDC study says","Pfizer turned in a better-than-expected fourth quarter, boosted by products outside the drugmaker’s slumping COVID-19 vaccine and treatment.
The New York drugmaker also said Tuesday it’s reaffirming its forecast for 2024, a month after surprising Wall Street with an initial outlook that missed consensus.
In the fourth quarter, Pfizer said it booked 8% operational revenue growth outside its market-leading COVID vaccine, Comirnaty, and treatment, Paxlovid. That excludes the impact of foreign exchanges.","Updated 3:34 PM GMT+1, January 30, 2024"
Biogen will stop selling its controversial Alzheimer’s drug Aduhelm,"WASHINGTON (AP) — The company behind a global recall of sleep apnea machines said Monday it will stop selling the devices in the U.S., under a tentative agreement with regulators that could cost the manufacturer nearly $400 million.
Device maker Philips has recalled more than 5 million pressurized breathing machines due to risks that their internal foam can break down over time, leading users to inhale tiny particles and fumes while they sleep.
The company first announced the problem in mid-2021, but efforts to repair or replace the machines have dragged on for years, frustrating patients in the U.S. and other countries.","Updated 12:58 AM GMT+1, January 30, 2024"
The US hasn’t seen syphilis numbers this high since 1950. Other STD rates are down or flat,"Allegations of research fakery at a leading cancer center have turned a spotlight on scientific integrity and the amateur sleuths uncovering image manipulation in published research.
Dana-Farber Cancer Institute, a Harvard Medical School affiliate, announced Jan. 22 it’s requesting retractions and corrections of scientific papers after a British blogger flagged problems in early January.
The blogger, 32-year-old Sholto David, of Pontypridd, Wales, is a scientist-sleuth who detects cut-and-paste image manipulation in published scientific papers.","Updated 9:32 PM GMT+1, January 28, 2024"
"Elon Musk says the first human has received an implant from Neuralink, but other details are scant","NEW YORK (AP) — Elisa Reyes has come to Plaza del Sol Family Health Center for doctor’s appointments for more than a decade. Though she moved away a while ago, the 33-year-old keeps returning, even if it means a two-hour roundtrip bus ride.
That’s because her two children see the same doctor she does. Because when she’s sick, she can walk in without an appointment. Because the staff at the Queens clinic helped her apply for health insurance and food stamps.
“I feel at home. They also speak my language,” Reyes said in Spanish. “I feel comfortable.”","Updated 6:26 PM GMT+1, January 29, 2024"
Pfizer stays the course on 2024 outlook after delivering better earnings than Wall Street forecast,"The announcement that King Charles III was admitted to a private hospital Friday to undergo a procedure for an enlarged prostate has sparked interest in what is an extremely common condition among older men.
The 75-year-old monarch is in good company. About half of men in their 50s have enlarged prostates and that prevalence climbs to more than 80% of men by the time they reach age 80.
It’s a common result of aging, said Dr. Stephen Nakada, a University of Wisconsin urologist.","Updated 4:32 PM GMT+1, January 26, 2024"
Maker of recalled sleep apnea machines agrees to halt sales in US,"NEW YORK (AP) — U.S. health officials say 93 Americans have died after cosmetic surgery in the Dominican Republic since 2009, with many of the recent deaths involving a procedure known as a Brazilian butt lift.
The operation has grown in popularity recently and has led to deaths in other countries as well, including the U.S. A report issued Thursday by the U.S. Centers for Disease Control and Prevention could not say how common these deaths are or whether they are more common in the Dominican Republic.
The report suggests steps that medical tourists should consider before traveling to get work done.","Updated 9:06 PM GMT+1, January 25, 2024"
Science sleuths are using technology to find fakery and plagiarism in published research,"WASHINGTON (AP) — The maker of Robitussin cough syrup is recalling several lots of products containing honey due to contamination that could pose a serious risk to people with weakened immune systems.
Haleon’s recall covers eight lots of Robitussin Honey CF Max Day Adult and Robitussin Honey CF Max Nighttime Adult, which were distributed to stores and pharmacy suppliers. The Food and Drug Administration posted the company’s announcement to its website Wednesday.
The products may contain dangerously high levels of yeast, the company said in an emailed message Thursday. Yeast is a natural component of honey, but the levels detected by the company were “beyond allowed measurements,” Haleon said.","Updated 6:42 PM GMT+1, January 25, 2024"
"In Teahupo’o, Tahiti, coastal village life thrives among powerful waves","TEAHUPO’O, French Polynesia (AP) — In Teahupo’o, the ocean is the heart of village life.
Boats bob in the lagoon in the south of Tahiti at sunrise before fishers start their day. Many set out early with poles or spears to catch fish gliding among the corals — fresh food for them, their families and their community.
By the afternoon, a freshly caught fat tuna arrives onshore. The coast, too, is livelier now: kids surf and play in the turquoise ocean, families rest on the beach where the sea and river meet, and the sole snack bar is open for a fish lunch.","Updated 5:05 AM GMT+1, February 21, 2024"
Hundreds are set to descend on Tahiti for Olympic surfing. Can locals protect their way of life?,"TEAHUPO’O, French Polynesia (AP) — Peva Levy said he felt a powerful, natural energy known as “mana” when he surfed Teahupo’o’s waves on a piece of plywood for the first time, rushing down a crumbling white surf in front of an untouched volcanic beach several years before the steady streams of surfers started arriving when the village got its first asphalt road over fifty years ago.
“It was a secret spot,” the surfer and Tahitian native remembered, as he stood on the pristine beaches of Teahupo’o on the island’s south side, waves crashing off in the distance. “But it was not a secret spot for a long time.”
Teahupo’o has since achieved world renown among surfers — the roaring wave garnered a reputation for its ferocious power — and will be home to the 2024 Paris Olympics surfing competition, scheduled from July 27 to Aug. 4.","Updated 5:04 AM GMT+1, February 20, 2024"
"Dandelions and shrubs to replace rubber, new grains and more: Are alternative crops realistic?","Katrina Cornish spends her days raising dandelions and desert shrubs. She harvests the stretchy rubber substances they produce and uses special machines to dip them into condoms, medical gloves and parts for trachea tubes. And she thinks those products could forever alter the landscape of agriculture in the United States.
Cornish, a professor at Ohio State University who studies rubber alternatives, isn’t the only one pouring energy into alternative crops like that desert shrub, guayule, or the rubber dandelions that bloom with yellow petals in the greenhouse where Cornish works. In Arizona, too, guayule thrives amidst drought, its blue-green leaves set apart from dry dirt at a research and development farm operated by the tire company Bridgestone. And in Nebraska and other parts of the central U.S., green grasses of sorghum spring up, waving with reddish clusters of grains.
They’re not the corn, soybeans, wheat or cotton that have dominated those areas for decades. Instead, they’re crops that many companies, philanthropic organizations and national and international entities tout as promising alternatives to fight climate change. But while some researchers and farmers are optimistic about the potential of these crops, many of which are more water-efficient and important in certain parts of the world to fight hunger, they also say drastic changes would need to happen in markets and processing before we ever see fields full of these out-of-the-box plants or many products in stores made with them, especially in the United States.","Updated 10:46 PM GMT+1, February 17, 2024"
"Erratic weather fueled by climate change will worsen locust outbreaks, study finds","Extreme wind and rain may lead to bigger and worse desert locust outbreaks, with human-caused climate change likely to intensify the weather patterns and cause higher outbreak risks, a new study has found.
The desert locust — a short-horned species found in some dry areas of northern and eastern Africa, the Middle East, and South Asia — is a migratory insect that travels in swarms of millions over long distances and damages crops, causing famine and food insecurity. A square kilometer swarm comprises 80 million locusts that can in one day consume food crops enough to feed 35,000 people. The U.N.’s Food and Agriculture Organization describes it as ”the most destructive migratory pest in the world.”
The study, published in Science Advances on Wednesday, said these outbreaks will be “increasingly hard to prevent and control” in a warming climate.","Updated 8:05 PM GMT+1, February 14, 2024"
Trinidad hires foreign experts to help contain oil spill and remove capsized barge,"SAN JUAN, Puerto Rico (AP) — The government of Trinidad and Tobago announced Tuesday that it is partnering with international experts to remove the wreckage of a barge that capsized in nearby waters and caused a major oil spill.
T&T Salvage, a Texas-based company, and QT Environmental, of Minnesota, will work with local officials to also clean up the spill that has contaminated waters and beaches in the eastern Caribbean nation, according to its Ministry of Energy.
The spill occurred nearly two weeks ago, prompting the government to declare a national emergency and forcing the closure of at least two schools.","Updated 12:08 AM GMT+1, February 21, 2024"
"In rural Utah, concern over efforts to use Colorado River water to extract lithium","GREEN RIVER, Utah (AP) — A plan to extract lithium — the lustrous, white metal used in electric vehicle batteries — in southeast Utah is adding to an anxiety familiar in the arid American West: how the project could affect water from the Colorado River.
An Australian company and its U.S. subsidiaries are analyzing the saline waters in a geologic formation shared by Utah, Colorado, New Mexico and Arizona, an area called the Paradox Basin. The area’s groundwater is rich in lithium salts and other minerals from when it was a marine basin millions of years ago that repeatedly flooded and drained.
The company has also acquired rights to freshwater from the Green River nearby, leading to questions about how groundwater and river water are connected, and how its plans to produce lithium could affect the environment. The Green River is a tributary of the Colorado River, the over-tapped powerhouse of the West upon which 40 million people rely.","Updated 3:35 PM GMT+1, February 8, 2024"
"Climate change is fueling the disappearance of the Aral Sea. It’s taking residents’ livelihoods, too","MUYNAK, Uzbekistan (AP) — Toxic dust storms, anti-government protests, the fall of the Soviet Union — for generations, none of it has deterred Nafisa Bayniyazova and her family from making a living growing melons, pumpkins and tomatoes on farms around the Aral Sea.
Bayniyazova, 50, has spent most of her life near Muynak, in northwestern Uzbekistan, tending the land. Farm life was sometimes difficult but generally reliable and productive. Even while political upheaval from the Soviet Union’s collapse transformed the world around them, the family’s farmland yielded crops, with water steadily flowing through canals coming from the Aral and surrounding rivers.
Now, Bayniyazova and other residents say they’re facing a catastrophe they can’t beat: climate change, which is accelerating the decades-long demise of the Aral, once the lifeblood for the thousands living around it.","Updated 5:04 AM GMT+1, February 8, 2024"
"Two years after deadly tornadoes, some Mayfield families are still waiting for housing","MAYFIELD, Ky. (AP) — Ashley Prince and her family have been chasing “normal” for years now.
Two years ago, the tornado that whipped through Mayfield peeled the roof off their rental property “like a Band-Aid.” She and her fiance Dylan watched from inside, huddled beneath mattresses, as the mile-wide storm popped out their plexiglass windows, pulled the laundry room off the hallway and knocked over the water tower behind their house, sucker-punching her in a rush of rapids. The ordeal left her with a severely injured leg.
What came next was a monthslong journey to put their lives back together. That meant about a year spent with Ashley’s parents, then a year in temporary housing after the tornado left them with little besides a still-working cellphone, a picture of the kids that had been hanging in the living room and the Bible Ashley was baptized with.","Updated 3:40 PM GMT+1, February 6, 2024"
"In Vietnam, vibrant Ho Chi Minh City is a magnet that pulls in millions","HO CHI MINH CITY, Vietnam (AP) — From the sky, the sprawling Ho Chi Minh City in southern Vietnam appears to erupt from the green expanse of the riverine delta that surrounds it.
Millions of lives – an estimated 9.3 million in 2023, according to the U.N. World Urbanization Prospects – intersect in Vietnam’s financial capital. Young couples hold hands and walk by the Saigon River. Thousands perched on scooters wait at traffic lights. Trainee hairstylists give residents free haircuts on the streets.
At parks, friends meet and take group photos, or they may get together for beer and karaoke. Kids ride electric hoverboards, or they may play da cau, a sport dating back nearly 1,500 years that involves kicking a shuttlecock.","Updated 4:05 AM GMT+1, January 25, 2024"
Great Basin tribes want Bahsahwahbee massacre site in Nevada named national monument,"ELY, Nev. (AP) — White attackers turned a lush, high desert oasis in eastern Nevada, with its bubbling springs and a rare stand of Rocky Mountain junipers, into killing fields. They massacred hundreds of Native people there in the 1800s — a horrific history once retold in hushed tones behind closed doors.
That was until tribal members reluctantly found themselves defending the valley’s historical significance in state hearings. In the 2000s, they shared their painful past with authorities weighing whether to divert substantial amounts of groundwater that feeds the valley their relatives have long considered sacred.
To the tribal members, Bahsahwahbee — Shoshoni for “Sacred Water Valley” — is where the spirits of their dead live on in the trees growing among the open graves, the final resting place of ancestors who remained where they were slain.","Updated 3:00 PM GMT+1, January 24, 2024"
"In Uganda, refugees’ need for wood ravaged the forest. Now, they work to restore it","NAKIVALE, Uganda (AP) — Enock Twagirayesu was seeking sanctuary when he and his family fled violence in Burundi, and they found it in Uganda, the small East African nation that has absorbed thousands of refugees from unsettled neighbors.
Twagirayesu’s family has grown from two children when they arrived more than a decade ago to eight now, a boon for the family but also a marker of the immense pressure the Nakivale Refugee Settlement has put on the landscape near the Tanzania border.
What was wide forest cover two decades ago is now mostly gone, cut down for cooking fuel. When Twagirayesu saw women digging up roots to burn a few years ago, he knew it was time to act.","Updated 5:09 AM GMT+1, January 14, 2024"
"AP photos reveal intensity, insecurity and inequality in 2023 as world altered by climate change","Juma Indigenous Territory, Amazonas, Brazil (AP) — At night, in this village near the Assua River in Brazil, the rainforest reverberates. The sound of generators at times competes with the forest, a sign that there are people here. Until recently, the Juma people seemed destined to disappear like countless other Amazon tribes decimated by the European invasion.
In the late 1990s, the last remaining family was made up of three sisters, Boreá, Mandeí, and Maytá and their father, Aruká, in his 50s. In 2021, Aruká died of COVID-19, prompting obituaries like the one in The New York Times that said the “ last man of his tribe ” was gone, pushing the Juma, a patriarchal society, closer to extinction. Or so it seemed.
The sisters and their father had another plan.","Updated 6:11 AM GMT+1, December 4, 2023"
"These men once relied on the Aral Sea. Today, the dry land is a reminder of lost livelihoods","CASPAR BEACH, Calif. (AP) — A welding hammer strapped to her wrist, Joy Hollenback slipped on blue fins and swam into the churning, chilly Pacific surf one fall morning to do her part to save Northern California’s vanishing kelp forests.
Hollenback floated on the swaying surface to regulate her breathing before free diving into the murky depths toward the seafloor. There, she spotted her target: voracious, kelp-devouring purple urchins.
Within seconds she smashed 20 to smithereens. “If you’re angry, it’s a cathartic way to get it all out,” Hollenback joked. “It’s ecologically sanctioned mayhem.”","Updated 6:11 AM GMT+1, December 9, 2023"
Indigenous women bring a tiny tribe back from the brink of extinction in the Amazon,"BOGOR, Indonesia (AP) — At a lake in the West Javan city of Bogor, children and teenagers paddle toward piles of floating trash, pick it up and store it in their kayaks, before passing it to friends sorting it onshore.
The group of around 20 youngsters started off as a team of one, a decade ago, when Giri Marhara decided to start cleaning up the lake. He was just 16 years old at the time, and already had a penchant for wanting to clean up his environment — from his classroom to his neighborhood.
Young people like Marhara have been at the forefront of environmental and climate change movements in recent years: initiatives like school strikes for climate action, protests at United Nations climate talks and around the world, and local clean ups have often been youth-led. When it comes to waste picking, experts say it’s a stop-gap solution, and the larger problem of creating too much waste needs to be addressed. But the relatively small-scale efforts in Indonesia have resonated with younger people, attracting support and attention.","Updated 6:39 AM GMT+1, December 8, 2023"
"From urchin crushing to lab-grown kelp, efforts to save California’s kelp forests show promise","KHAVDA, India (AP) — Rising from the bare expanse of the large salt desert that separates India from Pakistan is what will likely be the world’s largest renewable energy project when completed three years from now.
The solar and wind energy project will be so big that it will be visible from space, according to developers of what is called the Khavda renewable energy park, named after the village nearest to the project site.
At the site, thousands of laborers install pillars on which solar panels will be mounted. The pillars rise like perfectly aligned concrete cactuses that stretch as far as the eye can see. Other workers are building foundations for enormous wind turbines to be installed; they also are transporting construction material, building substations and laying wires for miles.","Updated 6:02 AM GMT+1, December 5, 2023"
,"Almost every day at COP28, this year’s annual United Nations climate summit, an activist dons a costume of a dugong — a manatee-like creature that forages for seagrass in warm, shallow areas of the Indian and Pacific oceans.
The costume highlights the contrasts of climate talks marked by both spectacle and urgency, at a site that cost billions of dollars to erect, in what was once just an empty desert area of the oil-rich host country, the United Arab Emirates.
For nearly two weeks, Expo City has been the site of discussions about climate change and how to confront it. Between the meetings among thousands of delegates, there is a lot for them, and other attendees, to look at as they go from place to place.","Updated 5:34 AM GMT+1, December 12, 2023"
,"BONDENI-JUA KALI, Kenya (AP) — As the sun rises in the Bondeni-Jua Kali neighborhood on the outskirts of Kenya’s capital Nairobi, dozens of women and men step out of their corrugated iron homes with yellow jerricans, skip over pools of sewage and make their way to a nearby water vending station.
There is no piped water or sewage system in the area, and drought has made clean water supplies more scarce and expensive for locals. Twice a week, trucks with 5,000 to 10,000 liters (1,300 to 2,600 gallons) of water will fill up vending stations across Athi River where residents can buy 20 liters (five gallons) for 20 Kenyan Shillings ($0.16). A household of four needs about five gallons a day, and weekly incomes are about $13, according to data from Kenya’s Finance Ministry.
But for those whose homes are kitted out with water filters distributed by a local nonprofit, the nearby river — polluted, prone to drought and usually unsafe for drinking — is becoming a cheaper and sometimes more reliable source of clean water. And while advocates say underlying issues like climate change -fueled drought and poor water management need to be urgently addressed, solutions like filters make a short-term difference because deliveries are often not enough for the neighborhoods’ needs.","Updated 5:20 AM GMT+1, December 3, 2023"
,"Amidst record-high temperatures, deluges, droughts and wildfires, leaders are convening for another round of United Nations climate talks later this month that seek to curb the centuries-long trend of humans spewing ever more greenhouse gases into the atmosphere.
For hundreds of years, people have shaped the world around them for their benefit: They drained lakes to protect infrastructure, wealth and people. They dug up billions of tons of coal, and then oil and gas, to fuel empires and economies. The allure of exploiting nature and burning fossil fuels as a path to prosperity hopped from nation to nation, each eager to secure their own energy.
People who claimed the power to control nature and the energy resources around them saw the environment as a tool to be used for progress, historians say. Over hundreds of years, that impulse has remade the planet’s climate, too — and brought its inhabitants to the brink of catastrophe.","Updated 6:01 AM GMT+1, November 27, 2023"
,"WENDEN, Ariz. (AP) — A blanket of bright green alfalfa spreads across western Arizona’s McMullen Valley, ringed by rolling mountains and warmed by the hot desert sun.
Matthew Hancock’s family has used groundwater to grow forage crops here for more than six decades. They’re long accustomed to caprices of Mother Nature that can spoil an entire alfalfa cutting with a downpour or generate an especially big yield with a string of blistering days.
But concerns about future water supplies from the valley’s ancient aquifers, which hold groundwater supplies, are bubbling up in Wenden, a town of around 700 people where the Hancock family farms.","Updated 11:17 PM GMT+1, November 28, 2023"
,"In 2022, Brazilian oil and gas company Petrobras had 68 places staked out for oil exploration off the South American coast, searching for new reserves while spending $6.9 billion in oil development projects. About the same time, Algeria-based Sonatrach proclaimed its ambition to ramp up production to become a top five national oil company by 2030. And Abu Dhabi National Oil Co. opened 68 new gas stations in Saudi Arabia and the United Arab Emirates, noting in its 2022 annual report that there were now more than 500 across the UAE.
All these companies, along with 33 others focused on oil and gas, sent delegations to Egypt for last year’s annual climate summit, known as COP27, aimed at moving the world away from the burning of fossil fuels like oil and gas. Many will likely be at the upcoming conference, COP28, being hosted in the UAE, which appointed Sultan al-Jaber, chairman of the nation’s oil company, as president of the summit.
Faced with criticism about their presence at negotiations, leaders of such companies argue they are part of the transition to renewable energies, an argument that negotiators like U.S. Climate Envoy John Kerry have cautiously endorsed. But an Associated Press review of how much these companies invest in green energies, along with the priorities laid out in their annual reports, cast doubts on genuine commitments to transition.","Updated 4:06 PM GMT+1, November 10, 2023"
,"FORT MCMURRAY, Canada (AP) — During a May wildfire that scorched a vast swath of spruce and pine forest in northwestern Canada, Julia Cardinal lost a riverside cabin that was many things to her: retirement project, gift from from her husband, and somewhere to live by nature, as her family had done for generations.
“That was our dream home,” said Cardinal, a member of the Athabasca Chipewyan First Nation, as she scanned the cabin’s flattened, charred remains in September. “It’s like a displacement.”
Thousands of wildfires in Canada this year have incinerated an area larger than Florida, releasing into the atmosphere more than three times the amount of carbon dioxide that is produced by Canada in a year. And some are still burning.","Updated 3:32 PM GMT+1, November 9, 2023"
"Oil companies attending climate talks have minimal green energy transition plans, AP analysis finds","The badges said they were there to participate in negotiations to curb climate change. They stated affiliations like the government of Brazil, Indigenous organizations of the Amazon, the Climate Registry. But in reality, the livelihoods of these participants were more aligned with what’s keeping the problem going: fossil fuels.
Close to 400 people connected in some way or another to fossil fuel industries attended last year’s United Nations climate talks in Egypt, a grouping that was larger than all but two of the national delegations sent by countries, according to a data analysis of the more than 24,000 participants by The Associated Press.
As United Nations leaders, scientists and others called for an eventual elimination of coal, oil and natural gas, various delegations included attendees who in some way owed part or all of their paychecks to fossil fuel burning. Many of these same people, and possibly even more connected to fossil fuels, will likely be at this year’s official climate talks, known as Conference of Parties or COP, being hosted by the United Arab Emirates, a major oil producing country.","Updated 3:31 PM GMT+1, November 8, 2023"
Canada says it can fight climate change and be major oil nation. Massive fires may force a reckoning,"BEIJING (AP) — Heavy snow has blanketed northern and central China, disrupting travel and forcing schools to cancel classes.
One person was killed on Wednesday in a roof collapse at a supermarket in Hebei province, state broadcaster CCTV said.
Flights and intercity trains on which many of China’s commuters rely were delayed or canceled. Authorities in several provinces issued severe weather warnings.","Updated 12:43 PM GMT+1, February 21, 2024"
"Fossil fuel interests have large, yet often murky, presence at climate talks, AP analysis finds","SEATTLE (AP) — Photographer Matt McDonald had lived on Puget Sound for years, but had never seen a whale, so he was elated when he spotted a giant marine mammal just off Seattle’s waterfront one evening.
The excitement was short-lived. As McDonald tracked the whale in his camera’s viewfinder, a state ferry that dwarfed the animal came into the frame. The next morning he saw on the news that the humpback whale had died in the collision he witnessed.
“I still remember the moment of when they crossed paths and my heart just sinking like, ‘Oh my God, the ferry just ran over the whale,’” he recalled of the 2019 encounter. “I wish there was something I could have done.”","Updated 7:16 AM GMT+1, February 21, 2024"
Another executive with Japan’s top refiner is fired for sexual harassment as #MeToo awareness grows,"A Colorado man has died after being bitten by his pet Gila monster in what would be a rare death by one of the desert lizards if the creature’s venom turns out to have been the cause.
Christopher Ward, 34, was taken to a hospital shortly after being bitten by one of his two pet Gila monsters on Feb. 12. He was soon placed on life support and died Friday, Lakewood Police Department spokesman John Romero said Tuesday.
Jefferson County coroner’s officials declined Tuesday to comment on the death, including if tests showed yet whether Ward died from the pet’s venom or from some other medical condition.","Updated 3:37 PM GMT+1, February 21, 2024"
Heavy snow in north and central China disrupts travel and schools and kills one person,"NEWARK, N.J. (AP) — New Jersey’s First Lady Tammy Murphy, who is running for U.S. Senate, said Tuesday she opposes construction of a gas-fired backup power plant in a minority neighborhood already heavily burdened with pollution.
But she did not say whether she has discussed her view with the one person who could stop the project in its tracks — her husband, Gov. Phil Murphy.
And questioned by reporters afterward, she would not say whether she planned to try to lobby him to kill the proposal.","Updated 11:55 PM GMT+1, February 20, 2024"
"To keep whales safe, Coast Guard launches boat alert system in Seattle","NEW YORK (AP) — International advocacy organization Global Citizen is turning to Gen Z and millennial leaders in its fight to reach the United Nations’ Sustainable Development Goals and end extreme poverty.
Global Citizen announced Tuesday that it would hold its first international edition of its Global Citizen NOW conference in Melbourne, Australia, starting March 4, bringing together more than 300 young leaders with world leaders, including World Bank President Ajay Banga and former United Nations Secretary-General Ban Ki-moon. Celebrities, including Global Citizen ambassadors Hugh Jackman and Charlie Puth, as well as rock band Crowded House, will also be on hand.
“The greatest movements that have shaped the world were started by young people, who saw the possibility of a better future, created new solutions, and held those in power to account,” Global Citizen CEO Hugh Evans told The Associated Press. The organization hopes the attendees, along with the 32 winners of The Global Citizen Young Leaders Award, will be able to develop new actions to address the climate crisis, health financing, food insecurity and inequalities in access for financing for female entrepreneurs.","Updated 9:34 PM GMT+1, February 20, 2024"
A Colorado man is dead after a pet Gila monster bite,"PORTLAND, Maine (AP) — A state-owned site on the coast of Maine will serve as the location of an offshore wind port critical to developing the nation’s first floating offshore wind power research array, the state’s governor said Tuesday.
Democratic Gov. Janet Mills signed a bill last year that aims to see Maine procure enough energy from offshore wind turbines to power about half its electric load by 2040. An offshore wind port to build, stage and deploy the turbine equipment is a major component of that effort. The port is also key for developing the research array, which would include up to 12 turbines on semi-submersible concrete platforms in federal waters.
Mills said Tuesday the state has selected state-owned Sears Island, about 117 miles northeast of Portland, as the preferred site for the port facility. The site would take up about 100 acres (40.47 hectares) of the 941-acre (380.81-hectare) island and is the most feasible place to build the port, Mills said.","Updated 9:19 PM GMT+1, February 20, 2024"
"New Jersey gov’s wife, a US Senate candidate, opposes power plant that he could kill","LOS ANGELES (AP) — Much of saturated California faced the threat of flooding Tuesday with winter storms blowing through, but so far the state has escaped the severity of damage from mudslides, wind and rain spawned by an atmospheric river only weeks ago.
While the rainfall was focused on Southern California, thunderstorms and strong winds are expected across wide swaths of the state and intermittent mountain snow could hit in the north. Some flood watches and warnings were expected to remain in effect into Wednesday.
The heaviest rain is expected in the Los Angeles area Tuesday, picking up even more at night with an additional one to two inches on top of the two to five inches that have fallen in the area in recent days, said Bob Oravec, lead forecaster with the National Weather Service in Maryland.","Updated 10:13 PM GMT+1, February 20, 2024"
Global Citizen plans conference to team young people with world leaders like World Bank’s Ajay Banga,"SINGAPORE (AP) — The Singapore Airshow — Asia’s largest — kicked off Tuesday with an array of aerial displays including some by China’s COMAC C919 narrow-body airliner, with aircraft manufacturers such as COMAC and Boeing announcing new orders.
It’s the first time Singapore will open the event to the public since 2020, when a scaled-down version went ahead as the COVID-19 pandemic was just starting.
The biennial show comes as Asia’s aviation sector is taking off following the hard years of the pandemic, when many countries in the region closed their borders to most international travel.","Updated 1:52 PM GMT+1, February 20, 2024"
Maine wants to lead in offshore wind. The state’s governor says she has location for a key wind port,"SAN FRANCISCO (AP) — Another wet winter storm swamped California with heavy rainfall on Monday, flooding the runways at a regional airport and leading to several rescues on swollen rivers and creeks.
The Santa Barbara airport, on the state’s central coast, closed Monday after as much as 10 inches (25 centimeters) of rain had fallen in the area by noon, covering the runways with water.
“Commercial flights have been canceled, general aviation operations are paused, and the Terminal is closed,” airport officials said in a statement posted on social media. “For info about specific flights, please contact your airline directly.”","Updated 1:30 AM GMT+1, February 20, 2024"
Saturated California gets more rain and snow but so far escapes severe damage it saw only weeks ago,"SAN FRANCISCO (AP) — The latest in a series of wet winter storms blew ashore in Northern California on Sunday, with forecasters warning of possible flooding, hail, strong winds and even brief tornadoes as the system moves south over the next few days.
Gusts topped 30 mph (48 kph) in Oakland and San Jose as a mild cold front late Saturday gave way to a more powerful storm that will gain strength into early Monday, said meteorologist Brayden Murdock with the National Weather Service office in San Francisco.
“The winds are here and getting stronger, and the rains will follow quickly,” he said Sunday afternoon.","Updated 1:13 AM GMT+1, February 19, 2024"
Vermont governor seeks disaster declaration for December flooding,"CHULA VISTA, Calif. (AP) — Two years after California launched an effort to keep organic waste out of landfills, the state is so far behind on getting food recycling programs up and running that it’s widely accepted next year’s ambitious waste-reduction targets won’t be met.
Over time, food scraps and other organic materials like yard waste emit methane, a gas more potent and damaging in the short-term than carbon emissions from fossil fuels. California’s goal is to keep that waste from piling up in landfills, instead turning it into compost or biogas.
Everything from banana peels and used coffee grounds to yard waste and soiled paper products like pizza boxes counts as organic waste. Households and businesses are now supposed to sort that material into a different bin.","Updated 6:01 AM GMT+1, February 18, 2024"
Singapore Airshow kicks off with aerial displays; Boeing and China’s COMAC announce new orders,"Federal authorities said the second critically endangered North Atlantic right whale found dead in the last month showed injuries consistent with a collision with a ship.
The whales number less than 360 and they have experienced decline in recent years. The National Oceanic and Atmospheric Administration said it was notified of a dead right whale floating off Savannah, Georgia, on Feb. 13.
The agency said late Friday that a necropsy of the animal “found evidence of blunt force trauma including fractures of the skull” and that those “injuries are consistent with a vessel strike prior to death.” The announcement came just days after NOAA released more details about a dead right whale off Massachusetts that showed signs of entanglement in fishing gear, which is the other major threat the animals face.","Updated 2:18 PM GMT+1, February 17, 2024"
"Wet winter storm hits California, closing regional airport and trapping people in swollen rivers","Record hot seawater killed more than three-quarters of human-cultivated coral that scientists had placed in the Florida Keys in recent years in an effort to prop up a threatened species that’s highly vulnerable to climate change, researchers discovered.
Researchers from the National Oceanic and Atmospheric Administration this week returned to five reefs where they planted staghorn and elkhorn coral, both classified as threatened in the endangered species list, to see how the repopulated critters had survived prolonged water temperatures in the 90s (30s Celsius) last summer and fall. Most of them didn’t. They saw widespread death in both repopulated and wild coral on five Florida Keys reefs.
Scientists blame human-caused climate change, with a boost from a natural El Nino, for making the water too hot for the delicate coral, which are animals, to survive. After trying to rescue coral during heat last summer, this was scientists’ first winter look to see what survived.","Updated 11:06 PM GMT+1, February 16, 2024"
